INPUT:parentheses	OUTPUT:correct	GOLDEN:correct	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:task_suite_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ASSIGNMENT:submitted	ASSIGNMENT:accepted	ASSIGNMENT:reward
{ } [ ( ) ( ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--65167565827c067dd01714c8	00027a10de--6515e7f4e6499645e520ca51	00027a10de--65167565827c067dd01714c8	00027a10de--65167565827c067dd01714c6	d6c9d544a5352c7fb369186e053c4b37	APPROVED	2023-09-29T06:57:41.192	2023-09-29T06:57:53.793	2023-09-29T06:57:53.793	0.0190000000
[ ] ( ( [ ] ) ( ( ) ) ) ( [ ] ( ( ) ) )	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651675679ed8a304700ce71d	00027a10de--6515e7e063c0d47637f1e0fb	00027a10de--651675679ed8a304700ce71d	00027a10de--651675679ed8a304700ce71a	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:57:43.670	2023-09-29T06:58:06.290	2023-09-29T06:58:06.290	0.0190000000
) ) [ { } { ( (	0				https://platform.toloka.ai/task/41554142/00027a10de--651675679ed8a304700ce71d	00027a10de--6515e7f4e6499645e520cac2	00027a10de--651675679ed8a304700ce71d	00027a10de--651675679ed8a304700ce71a	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:57:43.670	2023-09-29T06:58:06.290	2023-09-29T06:58:06.290	0.0190000000
] { ) ] ( { [ { ( ( } { [ } ) ) ] ) [ }	0				https://platform.toloka.ai/task/41554142/00027a10de--651675679ed8a304700ce71d	00027a10de--6515e7f4e6499645e520cab0	00027a10de--651675679ed8a304700ce71d	00027a10de--651675679ed8a304700ce71a	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:57:43.670	2023-09-29T06:58:06.290	2023-09-29T06:58:06.290	0.0190000000
) ) } ) ) ( ] ) ) } } ) ) } ) ) ) ) { ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651675679ed8a304700ce724	00027a10de--6515e7e063c0d47637f1e0fd	00027a10de--651675679ed8a304700ce724	00027a10de--651675679ed8a304700ce721	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:57:43.772	2023-09-29T06:57:52.548	2023-09-29T06:57:52.548	0.0220000000
[ ( [ ] ) ] { }	1				https://platform.toloka.ai/task/41554142/00027a10de--651675679ed8a304700ce724	00027a10de--6515e7f4e6499645e520ca77	00027a10de--651675679ed8a304700ce724	00027a10de--651675679ed8a304700ce721	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:57:43.772	2023-09-29T06:57:52.548	2023-09-29T06:57:52.548	0.0220000000
[ ( ( ) [ ] ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--651675679ed8a304700ce724	00027a10de--6515e7f4e6499645e520ca2b	00027a10de--651675679ed8a304700ce724	00027a10de--651675679ed8a304700ce721	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:57:43.772	2023-09-29T06:57:52.548	2023-09-29T06:57:52.548	0.0220000000
( ) [ } [ [ } { } ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167569495d233df31f0c41	00027a10de--6515e7e063c0d47637f1e0e3	00027a10de--65167569495d233df31f0c41	00027a10de--65167569495d233df31f0c3d	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:57:45.988	2023-09-29T06:58:31.628	2023-09-29T06:58:31.628	0.0190000000
[ ( [ ] ) ] { }	1				https://platform.toloka.ai/task/41554142/00027a10de--65167569495d233df31f0c41	00027a10de--6515e7f4e6499645e520ca77	00027a10de--65167569495d233df31f0c41	00027a10de--65167569495d233df31f0c3d	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:57:45.988	2023-09-29T06:58:31.628	2023-09-29T06:58:31.628	0.0190000000
] { } [ ( ] { ) { } { [ ) ( } ) ) ] ( [	0				https://platform.toloka.ai/task/41554142/00027a10de--65167569495d233df31f0c41	00027a10de--6515e7f4e6499645e520cacd	00027a10de--65167569495d233df31f0c41	00027a10de--65167569495d233df31f0c3d	c3b72da5378d99c4ff1a4edb47c6fc99	APPROVED	2023-09-29T06:57:45.988	2023-09-29T06:58:31.628	2023-09-29T06:58:31.628	0.0190000000
[ ( ( ) [ ] ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--6516756c9ed8a304700ce7d8	00027a10de--6515e7f4e6499645e520ca2b	00027a10de--6516756c9ed8a304700ce7d8	00027a10de--6516756b9ed8a304700ce7d5	21909cbe8f7da94e73179731f1157e82	APPROVED	2023-09-29T06:57:48.046	2023-09-29T06:58:06.811	2023-09-29T06:58:06.811	0.0190000000
] { } [ ( ] { ) { } { [ ) ( } ) ) ] ( [	0				https://platform.toloka.ai/task/41554142/00027a10de--6516756c9ed8a304700ce7d8	00027a10de--6515e7f4e6499645e520cacd	00027a10de--6516756c9ed8a304700ce7d8	00027a10de--6516756b9ed8a304700ce7d5	21909cbe8f7da94e73179731f1157e82	APPROVED	2023-09-29T06:57:48.046	2023-09-29T06:58:06.811	2023-09-29T06:58:06.811	0.0190000000
} [ ] {	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516756c9ed8a304700ce7d8	00027a10de--6515e7e063c0d47637f1e0f1	00027a10de--6516756c9ed8a304700ce7d8	00027a10de--6516756b9ed8a304700ce7d5	21909cbe8f7da94e73179731f1157e82	APPROVED	2023-09-29T06:57:48.046	2023-09-29T06:58:06.811	2023-09-29T06:58:06.811	0.0190000000
( ) ( ( ) [ ( ) ] ( ) ) [ { ( ) { } } ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--65167572e417373852fb9328	00027a10de--6515e7e063c0d47637f1e0e5	00027a10de--65167572e417373852fb9328	00027a10de--65167572e417373852fb9326	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:57:54.027	2023-09-29T06:58:09.293	2023-09-29T06:58:09.293	0.0220000000
{ } [ ( ) ( ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--65167572e417373852fb9328	00027a10de--6515e7f4e6499645e520ca51	00027a10de--65167572e417373852fb9328	00027a10de--65167572e417373852fb9326	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:57:54.027	2023-09-29T06:58:09.293	2023-09-29T06:58:09.293	0.0220000000
] { } [ ( ] { ) { } { [ ) ( } ) ) ] ( [	0				https://platform.toloka.ai/task/41554142/00027a10de--65167572e417373852fb9328	00027a10de--6515e7f4e6499645e520cacd	00027a10de--65167572e417373852fb9328	00027a10de--65167572e417373852fb9326	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:57:54.027	2023-09-29T06:58:09.293	2023-09-29T06:58:09.293	0.0220000000
[ { } ] [ } } ( { ] ) ( ) { ( ) { ) ] [	0				https://platform.toloka.ai/task/41554142/00027a10de--65167573458ad076cf0aaf59	00027a10de--6515e7f4e6499645e520ca53	00027a10de--65167573458ad076cf0aaf59	00027a10de--65167573458ad076cf0aaf56	d6c9d544a5352c7fb369186e053c4b37	APPROVED	2023-09-29T06:57:55.600	2023-09-29T06:58:45.833	2023-09-29T06:58:45.833	0.0190000000
} ) ) ] [ { ) )	0				https://platform.toloka.ai/task/41554142/00027a10de--65167573458ad076cf0aaf59	00027a10de--6515e7f4e6499645e520ca91	00027a10de--65167573458ad076cf0aaf59	00027a10de--65167573458ad076cf0aaf56	d6c9d544a5352c7fb369186e053c4b37	APPROVED	2023-09-29T06:57:55.600	2023-09-29T06:58:45.833	2023-09-29T06:58:45.833	0.0190000000
( ) [ ( [ [ ] ] ) ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--65167573458ad076cf0aaf59	00027a10de--6515e7e063c0d47637f1e0f9	00027a10de--65167573458ad076cf0aaf59	00027a10de--65167573458ad076cf0aaf56	d6c9d544a5352c7fb369186e053c4b37	APPROVED	2023-09-29T06:57:55.600	2023-09-29T06:58:45.833	2023-09-29T06:58:45.833	0.0190000000
( { ] { ( ) ) { } [ ) [	0				https://platform.toloka.ai/task/41554142/00027a10de--65167574458ad076cf0aaf69	00027a10de--6515e7f4e6499645e520ca9c	00027a10de--65167574458ad076cf0aaf69	00027a10de--65167574458ad076cf0aaf63	074e3f9a0b77e0d5f87679c6f5fcc865	APPROVED	2023-09-29T06:57:56.141	2023-09-29T06:58:20.901	2023-09-29T06:58:20.901	0.0190000000
( ) { } [ ] [ [ ] ( { { } } ) ] ( ) ( )	1	1			https://platform.toloka.ai/task/41554142/00027a10de--65167574458ad076cf0aaf69	00027a10de--6515e7e063c0d47637f1e0ed	00027a10de--65167574458ad076cf0aaf69	00027a10de--65167574458ad076cf0aaf63	074e3f9a0b77e0d5f87679c6f5fcc865	APPROVED	2023-09-29T06:57:56.141	2023-09-29T06:58:20.901	2023-09-29T06:58:20.901	0.0190000000
) ) [ { } { ( (	0				https://platform.toloka.ai/task/41554142/00027a10de--65167574458ad076cf0aaf69	00027a10de--6515e7f4e6499645e520cac2	00027a10de--65167574458ad076cf0aaf69	00027a10de--65167574458ad076cf0aaf63	074e3f9a0b77e0d5f87679c6f5fcc865	APPROVED	2023-09-29T06:57:56.141	2023-09-29T06:58:20.901	2023-09-29T06:58:20.901	0.0190000000
[ ] [ ] [ ] [ ] { ( ( { } ) ) } [ { } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--65167577495d233df31f0fab	00027a10de--6515e7f4e6499645e520ca27	00027a10de--65167577495d233df31f0fab	00027a10de--65167577495d233df31f0f84	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T06:57:59.900	2023-09-29T06:58:17.215	2023-09-29T06:58:17.215	0.0190000000
( ) { } [ ] } [ ] { ( ) [ { } ] [ ] { }	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167577495d233df31f0fab	00027a10de--6515e7e063c0d47637f1e0e7	00027a10de--65167577495d233df31f0fab	00027a10de--65167577495d233df31f0f84	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T06:57:59.900	2023-09-29T06:58:17.215	2023-09-29T06:58:17.215	0.0190000000
} ] { { { ) [ } ] ( ) ] { ) ) } [ [ ( (	0				https://platform.toloka.ai/task/41554142/00027a10de--65167577495d233df31f0fab	00027a10de--6515e7f4e6499645e520cab4	00027a10de--65167577495d233df31f0fab	00027a10de--65167577495d233df31f0f84	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T06:57:59.900	2023-09-29T06:58:17.215	2023-09-29T06:58:17.215	0.0190000000
( { ) ] [ ] ] {	0				https://platform.toloka.ai/task/41554142/00027a10de--651675774dc98f156e90c190	00027a10de--6515e7f4e6499645e520caaa	00027a10de--651675774dc98f156e90c190	00027a10de--651675774dc98f156e90c18e	1add97570bde78d485214519a457d496	APPROVED	2023-09-29T06:57:59.982	2023-09-29T06:58:21.543	2023-09-29T06:58:21.543	0.0190000000
} } } } ( ] } } } ) } } ) ) } } ) } ) [	0	0			https://platform.toloka.ai/task/41554142/00027a10de--651675774dc98f156e90c190	00027a10de--6515e7e063c0d47637f1e112	00027a10de--651675774dc98f156e90c190	00027a10de--651675774dc98f156e90c18e	1add97570bde78d485214519a457d496	APPROVED	2023-09-29T06:57:59.982	2023-09-29T06:58:21.543	2023-09-29T06:58:21.543	0.0190000000
( [ { } { } ( ) [ ] ] )	1				https://platform.toloka.ai/task/41554142/00027a10de--651675774dc98f156e90c190	00027a10de--6515e7f4e6499645e520ca2f	00027a10de--651675774dc98f156e90c190	00027a10de--651675774dc98f156e90c18e	1add97570bde78d485214519a457d496	APPROVED	2023-09-29T06:57:59.982	2023-09-29T06:58:21.543	2023-09-29T06:58:21.543	0.0190000000
) ( ( ) ) [ ) ) } )	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516757c0ab55c42a0bd36b1	00027a10de--6515e7e063c0d47637f1e10e	00027a10de--6516757c0ab55c42a0bd36b1	00027a10de--6516757c0ab55c42a0bd36ac	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:58:04.653	2023-09-29T06:58:25.746	2023-09-29T06:58:25.746	0.0190000000
{ { } ( [ ) ) { { [ } ]	0				https://platform.toloka.ai/task/41554142/00027a10de--6516757c0ab55c42a0bd36b1	00027a10de--6515e7f4e6499645e520ca6f	00027a10de--6516757c0ab55c42a0bd36b1	00027a10de--6516757c0ab55c42a0bd36ac	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:58:04.653	2023-09-29T06:58:25.746	2023-09-29T06:58:25.746	0.0190000000
( [ ] ( { } ) { } [ ] )	1				https://platform.toloka.ai/task/41554142/00027a10de--6516757c0ab55c42a0bd36b1	00027a10de--6515e7f4e6499645e520caa4	00027a10de--6516757c0ab55c42a0bd36b1	00027a10de--6516757c0ab55c42a0bd36ac	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:58:04.653	2023-09-29T06:58:25.746	2023-09-29T06:58:25.746	0.0190000000
{ { { } { } ( ) } ] ( ) { } ( ) ( { } )	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516758015b13a5af6ea41fb	00027a10de--6515e7e063c0d47637f1e0ef	00027a10de--6516758015b13a5af6ea41fb	00027a10de--6516757f15b13a5af6ea41f3	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:58:08.034	2023-09-29T06:58:26.339	2023-09-29T06:58:26.339	0.0220000000
] { ) ] ( { [ { ( ( } { [ } ) ) ] ) [ }	0				https://platform.toloka.ai/task/41554142/00027a10de--6516758015b13a5af6ea41fb	00027a10de--6515e7f4e6499645e520cab0	00027a10de--6516758015b13a5af6ea41fb	00027a10de--6516757f15b13a5af6ea41f3	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:58:08.034	2023-09-29T06:58:26.339	2023-09-29T06:58:26.339	0.0220000000
( ]	0				https://platform.toloka.ai/task/41554142/00027a10de--6516758015b13a5af6ea41fb	00027a10de--6515e7f4e6499645e520caa2	00027a10de--6516758015b13a5af6ea41fb	00027a10de--6516757f15b13a5af6ea41f3	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:58:08.034	2023-09-29T06:58:26.339	2023-09-29T06:58:26.339	0.0220000000
[ ] { ( ( ( [ [ { } ( ) ( ) ] ] ) ) ) }	1	1			https://platform.toloka.ai/task/41554142/00027a10de--65167580458ad076cf0ab1cd	00027a10de--6515e7e063c0d47637f1e11a	00027a10de--65167580458ad076cf0ab1cd	00027a10de--65167580458ad076cf0ab1cb	21909cbe8f7da94e73179731f1157e82	APPROVED	2023-09-29T06:58:08.095	2023-09-29T06:58:25.600	2023-09-29T06:58:25.600	0.0220000000
) ) [ { } { ( (	0				https://platform.toloka.ai/task/41554142/00027a10de--65167580458ad076cf0ab1cd	00027a10de--6515e7f4e6499645e520cac2	00027a10de--65167580458ad076cf0ab1cd	00027a10de--65167580458ad076cf0ab1cb	21909cbe8f7da94e73179731f1157e82	APPROVED	2023-09-29T06:58:08.095	2023-09-29T06:58:25.600	2023-09-29T06:58:25.600	0.0220000000
[ ] [ ] [ ] [ ] { ( ( { } ) ) } [ { } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--65167580458ad076cf0ab1cd	00027a10de--6515e7f4e6499645e520ca27	00027a10de--65167580458ad076cf0ab1cd	00027a10de--65167580458ad076cf0ab1cb	21909cbe8f7da94e73179731f1157e82	APPROVED	2023-09-29T06:58:08.095	2023-09-29T06:58:25.600	2023-09-29T06:58:25.600	0.0220000000
[ { } ] [ } } ( { ] ) ( ) { ( ) { ) ] [	0				https://platform.toloka.ai/task/41554142/00027a10de--65167580458ad076cf0ab201	00027a10de--6515e7f4e6499645e520ca53	00027a10de--65167580458ad076cf0ab201	00027a10de--65167580458ad076cf0ab1fd	bae1fe5fd6e2d1b4e9be8eba8dcecef3	APPROVED	2023-09-29T06:58:08.775	2023-09-29T06:58:48.646	2023-09-29T06:58:48.646	0.0220000000
[ ] ( { } ( ) ) [ ] [ { ( ) [ ] ( ) } ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--65167580458ad076cf0ab201	00027a10de--6515e7e063c0d47637f1e114	00027a10de--65167580458ad076cf0ab201	00027a10de--65167580458ad076cf0ab1fd	bae1fe5fd6e2d1b4e9be8eba8dcecef3	APPROVED	2023-09-29T06:58:08.775	2023-09-29T06:58:48.646	2023-09-29T06:58:48.646	0.0220000000
[ ] [ ] [ ] [ ] { ( ( { } ) ) } [ { } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--65167580458ad076cf0ab201	00027a10de--6515e7f4e6499645e520ca27	00027a10de--65167580458ad076cf0ab201	00027a10de--65167580458ad076cf0ab1fd	bae1fe5fd6e2d1b4e9be8eba8dcecef3	APPROVED	2023-09-29T06:58:08.775	2023-09-29T06:58:48.646	2023-09-29T06:58:48.646	0.0220000000
( [ { } { } ( ) [ ] ] )	1				https://platform.toloka.ai/task/41554142/00027a10de--65167581827c067dd0171b17	00027a10de--6515e7f4e6499645e520ca2f	00027a10de--65167581827c067dd0171b17	00027a10de--65167581827c067dd0171b13	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:58:09.814	2023-09-29T06:58:35.439	2023-09-29T06:58:35.439	0.0190000000
[ ] [ ] [ ] [ ] { ( ( { } ) ) } [ { } ]	1				https://platform.toloka.ai/task/41554142/00027a10de--65167581827c067dd0171b17	00027a10de--6515e7f4e6499645e520ca27	00027a10de--65167581827c067dd0171b17	00027a10de--65167581827c067dd0171b13	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:58:09.814	2023-09-29T06:58:35.439	2023-09-29T06:58:35.439	0.0190000000
( ) [ } [ [ } { } ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167581827c067dd0171b17	00027a10de--6515e7e063c0d47637f1e0e3	00027a10de--65167581827c067dd0171b17	00027a10de--65167581827c067dd0171b13	c1dfe6bb319417566fd24d9d353e1e53	APPROVED	2023-09-29T06:58:09.814	2023-09-29T06:58:35.439	2023-09-29T06:58:35.439	0.0190000000
( ) { } [ ] [ [ ] ( { { } } ) ] ( ) ( )	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651675854dc98f156e90c3d2	00027a10de--6515e7e063c0d47637f1e0ed	00027a10de--651675854dc98f156e90c3d2	00027a10de--651675854dc98f156e90c3d0	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:58:13.762	2023-09-29T06:58:33.741	2023-09-29T06:58:33.741	0.0220000000
( ] ) ] ) { { [ } [ { ( ( } } [ ) ] { )	0				https://platform.toloka.ai/task/41554142/00027a10de--651675854dc98f156e90c3d2	00027a10de--6515e7f4e6499645e520ca41	00027a10de--651675854dc98f156e90c3d2	00027a10de--651675854dc98f156e90c3d0	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:58:13.762	2023-09-29T06:58:33.741	2023-09-29T06:58:33.741	0.0220000000
[ ( { ) [ { { [	0				https://platform.toloka.ai/task/41554142/00027a10de--651675854dc98f156e90c3d2	00027a10de--6515e7f4e6499645e520ca6d	00027a10de--651675854dc98f156e90c3d2	00027a10de--651675854dc98f156e90c3d0	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:58:13.762	2023-09-29T06:58:33.741	2023-09-29T06:58:33.741	0.0220000000
( { ) ] [ ] ] {	0				https://platform.toloka.ai/task/41554142/00027a10de--6516758b15b13a5af6ea4427	00027a10de--6515e7f4e6499645e520caaa	00027a10de--6516758b15b13a5af6ea4427	00027a10de--6516758a15b13a5af6ea441a	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T06:58:19.024	2023-09-29T06:58:30.564	2023-09-29T06:58:30.564	0.0190000000
} ( ) ( ( { } ) { }	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516758b15b13a5af6ea4427	00027a10de--6515e7e063c0d47637f1e118	00027a10de--6516758b15b13a5af6ea4427	00027a10de--6516758a15b13a5af6ea441a	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T06:58:19.024	2023-09-29T06:58:30.564	2023-09-29T06:58:30.564	0.0190000000
{ } [ ( ) ( ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--6516758b15b13a5af6ea4427	00027a10de--6515e7f4e6499645e520ca51	00027a10de--6516758b15b13a5af6ea4427	00027a10de--6516758a15b13a5af6ea441a	f0e19f553dda9db0ae12a42c48e9bd3b	APPROVED	2023-09-29T06:58:19.024	2023-09-29T06:58:30.564	2023-09-29T06:58:30.564	0.0190000000
( ] ) ] ) { { [ } [ { ( ( } } [ ) ] { )	0				https://platform.toloka.ai/task/41554142/00027a10de--6516758e827c067dd0171e58	00027a10de--6515e7f4e6499645e520ca41	00027a10de--6516758e827c067dd0171e58	00027a10de--6516758e827c067dd0171e56	1add97570bde78d485214519a457d496	APPROVED	2023-09-29T06:58:22.979	2023-09-29T07:03:00.320	2023-09-29T07:03:00.320	0.0220000000
( ]	0				https://platform.toloka.ai/task/41554142/00027a10de--6516758e827c067dd0171e58	00027a10de--6515e7f4e6499645e520caa2	00027a10de--6516758e827c067dd0171e58	00027a10de--6516758e827c067dd0171e56	1add97570bde78d485214519a457d496	APPROVED	2023-09-29T06:58:22.979	2023-09-29T07:03:00.320	2023-09-29T07:03:00.320	0.0220000000
( ) [ } [ [ } { } ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516758e827c067dd0171e58	00027a10de--6515e7e063c0d47637f1e0e3	00027a10de--6516758e827c067dd0171e58	00027a10de--6516758e827c067dd0171e56	1add97570bde78d485214519a457d496	APPROVED	2023-09-29T06:58:22.979	2023-09-29T07:03:00.320	2023-09-29T07:03:00.320	0.0220000000
( ] ) ] ) { { [ } [ { ( ( } } [ ) ] { )	0				https://platform.toloka.ai/task/41554142/00027a10de--65167592e417373852fb9ada	00027a10de--6515e7f4e6499645e520ca41	00027a10de--65167592e417373852fb9ada	00027a10de--65167592e417373852fb9ad4	21909cbe8f7da94e73179731f1157e82	APPROVED	2023-09-29T06:58:26.860	2023-09-29T06:58:47.257	2023-09-29T06:58:47.257	0.0220000000
( ]	0				https://platform.toloka.ai/task/41554142/00027a10de--65167592e417373852fb9ada	00027a10de--6515e7f4e6499645e520caa2	00027a10de--65167592e417373852fb9ada	00027a10de--65167592e417373852fb9ad4	21909cbe8f7da94e73179731f1157e82	APPROVED	2023-09-29T06:58:26.860	2023-09-29T06:58:47.257	2023-09-29T06:58:47.257	0.0220000000
{ ] { ]	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167592e417373852fb9ada	00027a10de--6515e7e063c0d47637f1e106	00027a10de--65167592e417373852fb9ada	00027a10de--65167592e417373852fb9ad4	21909cbe8f7da94e73179731f1157e82	APPROVED	2023-09-29T06:58:26.860	2023-09-29T06:58:47.257	2023-09-29T06:58:47.257	0.0220000000
( ] ) ] ) { { [ } [ { ( ( } } [ ) ] { )	0				https://platform.toloka.ai/task/41554142/00027a10de--651675930ab55c42a0bd3bdc	00027a10de--6515e7f4e6499645e520ca41	00027a10de--651675930ab55c42a0bd3bdc	00027a10de--651675930ab55c42a0bd3bda	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:58:27.399	2023-09-29T06:59:17.997	2023-09-29T06:59:17.997	0.0190000000
[ ] [ ] [ ] [ [ { } ] ( { ( { } ) } ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--651675930ab55c42a0bd3bdc	00027a10de--6515e7f4e6499645e520ca89	00027a10de--651675930ab55c42a0bd3bdc	00027a10de--651675930ab55c42a0bd3bda	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:58:27.399	2023-09-29T06:59:17.997	2023-09-29T06:59:17.997	0.0190000000
[ ] ( { } ( ) ) [ ] [ { ( ) [ ] ( ) } ]	1	1			https://platform.toloka.ai/task/41554142/00027a10de--651675930ab55c42a0bd3bdc	00027a10de--6515e7e063c0d47637f1e114	00027a10de--651675930ab55c42a0bd3bdc	00027a10de--651675930ab55c42a0bd3bda	4719a0938ab853107a3f63f6b9072912	APPROVED	2023-09-29T06:58:27.399	2023-09-29T06:59:17.997	2023-09-29T06:59:17.997	0.0190000000
[ ] [ ] [ ] [ [ ( ) { } ] ( { { } } ) ]	0				https://platform.toloka.ai/task/41554142/00027a10de--65167593bded9655b6637d24	00027a10de--6515e7f4e6499645e520ca3b	00027a10de--65167593bded9655b6637d24	00027a10de--65167593bded9655b6637d21	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:58:27.814	2023-09-29T06:59:38.316	2023-09-29T06:59:38.316	0.0220000000
( ) ( ( [ ( { [ } [ ( ) [ ] } } ) ] ) )	0	0			https://platform.toloka.ai/task/41554142/00027a10de--65167593bded9655b6637d24	00027a10de--6515e7e063c0d47637f1e0f7	00027a10de--65167593bded9655b6637d24	00027a10de--65167593bded9655b6637d21	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:58:27.814	2023-09-29T06:59:38.316	2023-09-29T06:59:38.316	0.0220000000
{ { } ( [ ) ) { { [ } ]	0				https://platform.toloka.ai/task/41554142/00027a10de--65167593bded9655b6637d24	00027a10de--6515e7f4e6499645e520ca6f	00027a10de--65167593bded9655b6637d24	00027a10de--65167593bded9655b6637d21	50cfc8b2adb2bbb9eccf4d15d0ac86ed	APPROVED	2023-09-29T06:58:27.814	2023-09-29T06:59:38.316	2023-09-29T06:59:38.316	0.0220000000
} } } } ( ] } } } ) } } ) ) } } ) } ) [	1	0			https://platform.toloka.ai/task/41554142/00027a10de--651675979ed8a304700cf122	00027a10de--6515e7e063c0d47637f1e112	00027a10de--651675979ed8a304700cf122	00027a10de--651675979ed8a304700cf11e	074e3f9a0b77e0d5f87679c6f5fcc865	APPROVED	2023-09-29T06:58:31.256	2023-09-29T06:59:22.005	2023-09-29T06:59:22.005	0.0190000000
[ ] [ ] [ ] [ [ ( ) { } ] ( { { } } ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--651675979ed8a304700cf122	00027a10de--6515e7f4e6499645e520ca3b	00027a10de--651675979ed8a304700cf122	00027a10de--651675979ed8a304700cf11e	074e3f9a0b77e0d5f87679c6f5fcc865	APPROVED	2023-09-29T06:58:31.256	2023-09-29T06:59:22.005	2023-09-29T06:59:22.005	0.0190000000
] ) ) ) ) { { ]	1				https://platform.toloka.ai/task/41554142/00027a10de--651675979ed8a304700cf122	00027a10de--6515e7f4e6499645e520ca95	00027a10de--651675979ed8a304700cf122	00027a10de--651675979ed8a304700cf11e	074e3f9a0b77e0d5f87679c6f5fcc865	APPROVED	2023-09-29T06:58:31.256	2023-09-29T06:59:22.005	2023-09-29T06:59:22.005	0.0190000000
) ( ( ) ) [ ) ) } )	0	0			https://platform.toloka.ai/task/41554142/00027a10de--6516759b495d233df31f17fe	00027a10de--6515e7e063c0d47637f1e10e	00027a10de--6516759b495d233df31f17fe	00027a10de--6516759b495d233df31f17fc	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:58:35.254	2023-09-29T06:58:48.706	2023-09-29T06:58:48.706	0.0220000000
[ ] [ ] [ ] [ [ ( ) { } ] ( { { } } ) ]	1				https://platform.toloka.ai/task/41554142/00027a10de--6516759b495d233df31f17fe	00027a10de--6515e7f4e6499645e520ca3b	00027a10de--6516759b495d233df31f17fe	00027a10de--6516759b495d233df31f17fc	64082383eaeded4c387b95ae9b30b590	APPROVED	2023-09-29T06:58:35.254	2023-09-29T06:58:48.706	2023-09-29T06:58:48.706	0.0220000000
